INDEX	CODE	SHORT OPENING	OPENING	ORG		
1105	B07	Pirc		Pirc	Ufimtsev-Pytel Variation 	1. e4 d6 2. d4 Nf6 3. Nc3 c6
1106	B07	Pirc		Pirc defense		1. e4 d6 2. d4 Nf6 3. Nc3 g6
1107	B07	Pirc		Pirc	150 attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. Qd2
1108	B07	Pirc		Pirc	Sveshnikov system	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. g3
1109	B07	Pirc		Pirc	Holmov system	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bc4
1110	B07	Pirc		Pirc	Byrne Variation 	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bg5
1111	B07	Pirc		Pirc defense		1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2
1112	B07	Pirc		Pirc	Chinese Variation 	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. g4
1113	B07	Pirc		Pirc	bayonet (Mariotti) attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. h4
1114	B08	Pirc		Pirc	Classical (Two knights) system	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3
1115	B08	Pirc		Pirc	Classical (Two knights) system	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7
1116	B08	Pirc		Pirc	Classical, h3 system	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. h3
1117	B08	Pirc		Pirc	Classical system, 5.Be2	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2
1118	B09	Pirc		Pirc	Austrian attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4
1119	B09	Pirc		Pirc	Austrian attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O
1120	B09	Pirc		Pirc	Austrian attack, 6.e5	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5
1121	B09	Pirc		Pirc	Austrian attack, 6.Be3	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Be3
1122	B09	Pirc		Pirc	Austrian attack, 6.Bd3	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3
1123	B09	Pirc		Pirc	Austrian attack, Dragon formation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 c5
1124	B09	Pirc		Pirc	Austrian attack, Ljubojevic Variation 	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Bc4
1125	A00	Polish		Polish (Sokolsky) opening		1. b4
1126	A00	Polish		Polish	Tuebingen Variation 	1. b4 Nh6
1127	A00	Polish		Polish	Outflank Variation 	1. b4 c6
1128	A40	Polish		Polish defense		1. d4 b5
1129	C44	Ponziani		Ponziani Opening		1. e4 e5 2. Nf3 Nc6 3. c3
1130	C44	Ponziani		Ponziani	Caro Variation 	1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Bd7
1131	C44	Ponziani		Ponziani	Leonhardt Variation 	1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Nf6
1132	C44	Ponziani		Ponziani	Steinitz Variation 	1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 f6
1133	C44	Ponziani		Ponziani	Jaenisch counter-attack	1. e4 e5 2. Nf3 Nc6 3. c3 Nf6
1134	C44	Ponziani		Ponziani	Fraser defense	1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 Nxe4 5. d5 Bc5
1135	C44	Ponziani		Ponziani	Reti Variation 	1. e4 e5 2. Nf3 Nc6 3. c3 Nge7
1136	C44	Ponziani		Ponziani	Romanishin Variation 	1. e4 e5 2. Nf3 Nc6 3. c3 Be7
1137	C44	Ponziani		Ponziani counter-gambit		1. e4 e5 2. Nf3 Nc6 3. c3 f5
1138	C44	Ponziani		Ponziani counter-gambit, Schmidt attack		1. e4 e5 2. Nf3 Nc6 3. c3 f5 4. d4 d6 5. d5
1139	C44	Ponziani		Ponziani counter-gambit, Cordel Variation 		1. e4 e5 2. Nf3 Nc6 3. c3 f5 4. d4 d6 5. d5 fxe4 6. Ng5 Nb8 7. Nxe4 Nf6 8. Bd3 Be7
1140	A42	Pterodactyl		Pterodactyl defense		1. d4 d6 2. c4 g6 3. Nc3 Bg7 4. e4 c5 5. Nf3 Qa5
1141	D02	Queen's Bishop		Queen's Bishop game		1. d4 d5 2. Nf3 Nf6 3. Bf4
1142	D06	Queen's Gambit		Queen's Gambit		1. d4 d5 2. c4
1143	D06	Queen's Gambit		QGD	Grau (Sahovic) defense	1. d4 d5 2. c4 Bf5
1144	D06	Queen's Gambit		QGD	Marshall defense	1. d4 d5 2. c4 Nf6
1145	D06	Queen's Gambit		QGD	Symmetrical (Austrian) defense	1. d4 d5 2. c4 c5
1146	D07	Queen's Gambit		QGD	Chigorin defense	1. d4 d5 2. c4 Nc6
1147	D07	Queen's Gambit		QGD	Chigorin defense, Janowski Variation 	1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3
1148	D08	Queen's Gambit		QGD	Albin counter-gambit	1. d4 d5 2. c4 e5
1149	D08	Queen's Gambit		QGD	Albin counter-gambit, Lasker trap	1. d4 d5 2. c4 e5 3. dxe5 d4 4. e3 Bb4+ 5. Bd2 dxe3
1150	D08	Queen's Gambit		QGD	Albin counter-gambit	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3
1151	D08	Queen's Gambit		QGD	Albin counter-gambit, Alapin Variation 	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2
1152	D08	Queen's Gambit		QGD	Albin counter-gambit, Krenosz Variation 	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Bg4 6. h3 Bxf3 7. Nxf3 Bb4+ 8. Bd2 Qe7
1153	D08	Queen's Gambit		QGD	Albin counter-gambit, Janowski Variation 	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 f6
1154	D08	Queen's Gambit		QGD	Albin counter-gambit, Balogh Variation 	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Qe7
1155	D09	Queen's Gambit		QGD	Albin counter-gambit, 5.g3	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3
1156	D10	Queen's Gambit		QGD Slav defense		1. d4 d5 2. c4 c6
1157	D10	Queen's Gambit		QGD Slav defense, Alekhine Variation 		1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. e4
1158	D10	Queen's Gambit		QGD Slav	Winawer counter-gambit	1. d4 d5 2. c4 c6 3. Nc3 e5
1159	D10	Queen's Gambit		QGD Slav defense	Exchange Variation 	1. d4 d5 2. c4 c6 3. cxd5
1160	D11	Queen's Gambit		QGD Slav	3.Nf3	1. d4 d5 2. c4 c6 3. Nf3
1161	D11	Queen's Gambit		QGD Slav	Breyer Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nbd2
1162	D11	Queen's Gambit		QGD Slav	4000	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3
1163	D12	Queen's Gambit		QGD Slav	4.e3 Bf5	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5
1164	D12	Queen's Gambit		QGD Slav	Landau Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Qb3 Qc8 7. Bd2 e6 8. Na3
1165	D12	Queen's Gambit		QGD Slav	Exchange Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3
1166	D12	Queen's Gambit		QGD Slav	Amsterdam Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3 e6 7. Ne5 Nfd7
1167	D13	Queen's Gambit		QGD Slav	Exchange Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5
1168	D14	Queen's Gambit		QGD Slav	Exchange Variation , 6.Bf4 Bf5	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5 5. Nc3 Nc6 6. Bf4 Bf5
1169	D14	Queen's Gambit		QGD Slav	Exchange, Trifunovic Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5 5. Nc3 Nc6 6. Bf4 Bf5 7. e3 e6 8. Qb3 Bb4
1170	D15	Queen's Gambit		QGD Slav	4.Nc3	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3
1171	D15	Queen's Gambit		QGD Slav	Suechting Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 Qb6
1172	D15	Queen's Gambit		QGD Slav	Schlechter Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 g6
1173	D15	Queen's Gambit		QGD Slav accepted		1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4
1174	D15	Queen's Gambit		QGD Slav	5.e3 (Alekhine Variation )	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e3
1175	D15	Queen's Gambit		QGD Slav	Slav gambit	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4
1176	D15	Queen's Gambit		QGD Slav	Tolush-Geller gambit	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4 b5 6. e5
1177	D16	Queen's Gambit		QGD Slav accepted	Alapin Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4
1178	D16	Queen's Gambit		QGD Slav	Smyslov Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Na6 6. e4 Bg4
1179	D16	Queen's Gambit		QGD Slav	Soultanbeieff Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6
1180	D16	Queen's Gambit		QGD Slav	Steiner Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bg4
1181	D17	Queen's Gambit		QGD Slav	Czech defense	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5
1182	D17	Queen's Gambit		QGD Slav	Krause attack	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5
1183	D17	Queen's Gambit		QGD Slav	Carlsbad Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7 7. Nxc4 Qc7 8. g3 e5
1184	D17	Queen's Gambit		QGD Slav	Wiesbaden Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 e6
1185	D18	Queen's Gambit		QGD Slav	Dutch Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3
1186	D18	Queen's Gambit		QGD Slav	Dutch, Lasker Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 Na6
1187	D19	Queen's Gambit		QGD Slav	Dutch Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 e6 7. Bxc4 Bb4 8. O-O
1188	D19	Queen's Gambit		QGD Slav	Dutch Variation , Main line	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 e6 7. Bxc4 Bb4 8. O-O O-O 9. Qe2
1189	D19	Queen's Gambit		QGD Slav	Dutch, Saemisch Variation 	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 e6 7. Bxc4 Bb4 8. O-O O-O 9. Qe2 Ne4 10. g4
1190	D20	Queen's Gambit		Queen's gambit accepted		1. d4 d5 2. c4 dxc4
1191	D20	Queen's Gambit		QGA	30000	1. d4 d5 2. c4 dxc4 3. e4
1192	D20	Queen's Gambit		QGA	Linares Variation 	1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 Nf6 5. Nc3 b5
1193	D20	Queen's Gambit		QGA	Schwartz defense	1. d4 d5 2. c4 dxc4 3. e4 f5
1194	D21	Queen's Gambit		QGA	3.Nf3	1. d4 d5 2. c4 dxc4 3. Nf3
1195	D21	Queen's Gambit		QGA	Ericson Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 b5
1196	D21	Queen's Gambit		QGA	Alekhine defense, Borisenko-Furman Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e4
1197	D22	Queen's Gambit		QGA	Alekhine defense	1. d4 d5 2. c4 dxc4 3. Nf3 a6
1198	D22	Queen's Gambit		QGA	Alekhine defense, Alatortsev Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e3 Bg4 5. Bxc4 e6 6. d5
1199	D22	Queen's Gambit		QGA	Haberditz Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 a6 4. e3 b5
1200	D23	Queen's Gambit		Queen's gambit accepted		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6
1201	D23	Queen's Gambit		QGA	Mannheim Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Qa4+
1202	D24	Queen's Gambit		QGA, 4.Nc3		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Nc3
1203	D24	Queen's Gambit		QGA, Bogolyubov Variation 		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Nc3 a6 5. e4
1204	D25	Queen's Gambit		QGA, 4.e3		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3
1205	D25	Queen's Gambit		QGA, Smyslov Variation 		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 g6
1206	D25	Queen's Gambit		QGA, Janowsky-Larsen Variation 		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Bg4
1207	D25	Queen's Gambit		QGA, Flohr Variation 		1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Be6
1208	D26	Queen's Gambit		QGA	4...e6	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6
1209	D26	Queen's Gambit		QGA	Classical Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5
1210	D26	Queen's Gambit		QGA	Classical, Furman Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. Qe2 a6 7. dxc5 Bxc5 8. O-O Nc6 9. e4 b5 10. e5
1211	D26	Queen's Gambit		QGA	Classical Variation , 6.O-O	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O
1212	D26	Queen's Gambit		QGA	Classical, Steinitz Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O cxd4
1213	D27	Queen's Gambit		QGA	Classical, 6...a6	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6
1214	D27	Queen's Gambit		QGA	Classical, Rubinstein Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. a4
1215	D27	Queen's Gambit		QGA	Classical, Geller Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. e4
1216	D28	Queen's Gambit		QGA	Classical, 7.Qe2	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2
1217	D28	Queen's Gambit		QGA	Classical, 7...b5	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5
1218	D28	Queen's Gambit		QGA	Classical, Flohr Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5 8. Bb3 Nc6 9. Rd1 c4 10. Bc2 Nb4 11. Nc3 Nxc2 12. Qxc2 Bb7 13. d5 Qc7
1219	D29	Queen's Gambit		QGA	Classical, 8...Bb7	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5 8. Bb3 Bb7
1220	D29	Queen's Gambit		QGA	Classical, Smyslov Variation 	1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O a6 7. Qe2 b5 8. Bb3 Bb7 9. Rd1 Nbd7 10. Nc3 Bd6
1221	D30	Queen's Gambit		Queen's gambit declined		1. d4 d5 2. c4 e6
1222	D30	Queen's Gambit		QGD Slav		1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 c6 5. Nbd2
1223	D30	Queen's Gambit		QGD	Stonewall Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 c6 5. Nbd2 Ne4 6. Bd3 f5
1224	D30	Queen's Gambit		QGD Slav		1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 c6 5. Nbd2 Nbd7
1225	D30	Queen's Gambit		QGD Slav	Semmering Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 c6 5. Nbd2 Nbd7 6. Bd3 c5
1226	D30	Queen's Gambit		QGD	Spielmann Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. e3 c6 5. Nbd2 g6
1227	D30	Queen's Gambit		QGD		1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5
1228	D30	Queen's Gambit		QGD	Capablanca Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nbd2
1229	D30	Queen's Gambit		QGD	Vienna Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 Bb4+
1230	D30	Queen's Gambit		QGD	Capablanca-Duras Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 h6
1231	D30	Queen's Gambit		QGD	Hastings Variation 	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 h6 5. Bxf6 Qxf6 6. Nc3 c6 7. Qb3
1232	D31	Queen's Gambit		QGD	3.Nc3	1. d4 d5 2. c4 e6 3. Nc3
1233	D31	Queen's Gambit		QGD	Janowski Variation 	1. d4 d5 2. c4 e6 3. Nc3 a6
1234	D31	Queen's Gambit		QGD	Alapin Variation 	1. d4 d5 2. c4 e6 3. Nc3 b6
1235	D31	Queen's Gambit		QGD	Charousek (Petrosian) Variation 	1. d4 d5 2. c4 e6 3. Nc3 Be7
1236	D31	Queen's Gambit		QGD	Semi-Slav	1. d4 d5 2. c4 e6 3. Nc3 c6
1237	D31	Queen's Gambit		QGD	Semi-Slav, Noteboom Variation 	1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4
1238	D31	Queen's Gambit		QGD	Semi-Slav, Koomen Variation 	1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 Qe7
1239	D31	Queen's Gambit		QGD	Semi-Slav, Junge Variation 	1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 Qb6
1240	D31	Queen's Gambit		QGD	Semi-Slav, Abrahams Variation 	1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5
1241	D31	Queen's Gambit		QGD	Semi-Slav, Marshall gambit	1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4
1242	D32	Queen's Gambit		QGD	Tarrasch defense	1. d4 d5 2. c4 e6 3. Nc3 c5
1243	D32	Queen's Gambit		QGD	Tarrasch, von Hennig-Schara gambit	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4
1244	D32	Queen's Gambit		QGD	Tarrasch defense, 4.cd ed	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5
1245	D32	Queen's Gambit		QGD	Tarrasch defense, Tarrasch gambit	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. dxc5 d4 6. Na4 b5
1246	D32	Queen's Gambit		QGD	Tarrasch defense, Marshall gambit	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. e4
1247	D32	Queen's Gambit		QGD	Tarrasch defense	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3
1248	D33	Queen's Gambit		QGD	Tarrasch, Schlechter-Rubinstein system	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3
1249	D33	Queen's Gambit		QGD	Tarrasch, Folkestone (Swedish) Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 c4
1250	D33	Queen's Gambit		QGD	Tarrasch, Schlechter-Rubinstein system, Rey Ardid Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 c4 7. e4
1251	D33	Queen's Gambit		QGD	Tarrasch, Prague Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6
1252	D33	Queen's Gambit		QGD	Tarrasch, Wagner Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Bg4
1253	D34	Queen's Gambit		QGD	Tarrasch, Prague Variation , 7...Be7	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7
1254	D34	Queen's Gambit		QGD	Tarrasch, Prague Variation , Normal position	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O
1255	D34	Queen's Gambit		QGD	Tarrasch, Reti Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. dxc5 Bxc5 10. Na4
1256	D34	Queen's Gambit		QGD	Tarrasch, Prague Variation , 9.Bg5	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5
1257	D34	Queen's Gambit		QGD	Tarrasch, Bogolyubov Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 Be6 10. Rc1 c4
1258	D34	Queen's Gambit		QGD	Tarrasch, Stoltz Variation 	1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 Be6 10. Rc1 b6
1259	D35	Queen's Gambit		QGD	3...Nf6	1. d4 d5 2. c4 e6 3. Nc3 Nf6
1260	D35	Queen's Gambit		QGD	Harrwitz attack	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bf4
1261	D35	Queen's Gambit		QGD	Exchange Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5
1262	D35	Queen's Gambit		QGD	Exchange, Saemisch Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Nf3 Nbd7 6. Bf4
1263	D35	Queen's Gambit		QGD	Exchange, positional line	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5
1264	D35	Queen's Gambit		QGD	Exchange, chameleon Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5 Be7 6. e3 O-O 7. Bd3 Nbd7 8. Qc2 Re8 9. Nge2 Nf8 10. O-O-O
1265	D35	Queen's Gambit		QGD	Exchange, positional line, 5...c6	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5 c6
1266	D36	Queen's Gambit		QGD	Exchange, positional line, 6.Qc2	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 exd5 5. Bg5 c6 6. Qc2
1267	D37	Queen's Gambit		QGD	4.Nf3	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3
1268	D37	Queen's Gambit		QGD	Classical Variation (5.Bf4)	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Be7 5. Bf4
1269	D38	Queen's Gambit		QGD	Ragozin Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Bb4
1270	D39	Queen's Gambit		QGD	Ragozin, Vienna Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Bb4 5. Bg5 dxc4
1271	D40	Queen's Gambit		QGD	Semi-Tarrasch defense	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5
1272	D40	Queen's Gambit		QGD	Semi-Tarrasch, Symmetrical Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. e3 Nc6 6. Bd3 Bd6 7. O-O O-O
1273	D40	Queen's Gambit		QGD	Semi-Tarrasch, Levenfish Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. e3 Nc6 6. Bd3 Bd6 7. O-O O-O 8. Qe2 Qe7 9. dxc5 Bxc5 10. e4
1274	D40	Queen's Gambit		QGD	Semi-Tarrasch defense, Pillsbury Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. Bg5
1275	D41	Queen's Gambit		QGD	Semi-Tarrasch, 5.cd	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5
1276	D41	Queen's Gambit		QGD	Semi-Tarrasch, Kmoch Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 cxd4 8. cxd4 Bb4+ 9. Bd2 Bxd2+ 10. Qxd2 O-O 11. Bb5
1277	D41	Queen's Gambit		QGD	Semi-Tarrasch, San Sebastian Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 cxd4 8. cxd4 Bb4+ 9. Bd2 Qa5
1278	D41	Queen's Gambit		QGD	Semi-Tarrasch with e3	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e3
1279	D42	Queen's Gambit		QGD	Semi-Tarrasch, 7.Bd3	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c5 5. cxd5 Nxd5 6. e3 Nc6 7. Bd3
1280	D43	Queen's Gambit		QGD Semi-Slav		1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6
1281	D43	Queen's Gambit		QGD Semi-Slav	Hastings Variation 	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 c6 5. Bg5 h6 6. Bxf6 Qxf6 7. Qb3
