INDEX	CODE	SHORT OPENING	OPENING	ORG		
743	C33	King's Gambit		KGA	Bishop's gambit, Gifford Variation 	1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Qh4+ 5. Kf1 g5 6. g3
744	C33	King's Gambit		KGA	Bishop's gambit, Boren-Svenonius Variation 	1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Qh4+ 5. Kf1 Bd6
745	C33	King's Gambit		KGA	Bishop's gambit, Anderssen Variation 	1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 c6
746	C33	King's Gambit		KGA	Bishop's gambit, Morphy Variation 	1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6
747	C33	King's Gambit		KGA	Bishop's gambit, Cozio (Morphy) defense	1. e4 e5 2. f4 exf4 3. Bc4 Nf6
748	C33	King's Gambit		KGA	Bishop's gambit, Bogolyubov Variation 	1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3
749	C33	King's Gambit		KGA	Bishop's gambit, Paulsen attack	1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 Bb4 5. e5
750	C33	King's Gambit		KGA	Bishop's gambit, Jaenisch Variation 	1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 c6
751	C34	King's Gambit		KGA	Bonsch-Osmolovsky Variation 	1. e4 e5 2. f4 exf4 3. Nf3 Ne7
752	C34	King's Gambit		KGA	Gianutio counter-gambit	1. e4 e5 2. f4 exf4 3. Nf3 f5
753	C34	King's Gambit		KGA	Fischer defense	1. e4 e5 2. f4 exf4 3. Nf3 d6
754	C34	King's Gambit		KGA	Becker defense	1. e4 e5 2. f4 exf4 3. Nf3 h6
755	C34	King's Gambit		KGA	Schallop defense	1. e4 e5 2. f4 exf4 3. Nf3 Nf6
756	C35	King's Gambit		KGA	Cunningham defense	1. e4 e5 2. f4 exf4 3. Nf3 Be7
757	C35	King's Gambit		KGA	Cunningham, Bertin gambit	1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3
758	C35	King's Gambit		KGA	Cunningham, Three pawns gambit	1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3 fxg3 6. O-O gxh2+ 7. Kh1
759	C35	King's Gambit		KGA	Cunningham, Euwe defense	1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Nf6
760	C36	King's Gambit		KGA	Abbazia defense (Classical defense, Modern defense[!])	1. e4 e5 2. f4 exf4 3. Nf3 d5
761	C36	King's Gambit		KGA	Abbazia defense, Modern Variation 	1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6
762	C36	King's Gambit		KGA	Abbazia defense, Botvinnik Variation 	1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6 5. Bb5+ c6 6. dxc6 bxc6 7. Bc4 Nd5
763	C37	King's Gambit		KGA	Quaade gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Nc3
764	C37	King's Gambit		KGA	Rosentreter gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4
765	C37	King's Gambit		KGA	Soerensen gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5
766	C37	King's Gambit		KGA	King's knight's gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4
767	C37	King's Gambit		KGA	Blachly gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Nc6
768	C37	King's Gambit		KGA	Lolli gambit (wild Muzio gambit)	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+
769	C37	King's Gambit		KGA	Lolli gambit, Young Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+ Kxf7 6. O-O gxf3 7. Qxf3 Qf6 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3
770	C37	King's Gambit		KGA	Ghulam Kassim gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4
771	C37	King's Gambit		KGA	MacDonnell gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Nc3
772	C37	King's Gambit		KGA	Salvio gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5
773	C37	King's Gambit		KGA	Silberschmidt gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 f3
774	C37	King's Gambit		KGA	Salvio gambit, Anderssen counter-attack	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 d6
775	C37	King's Gambit		KGA	Cochrane gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 f3
776	C37	King's Gambit		KGA	Herzfeld gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nc6
777	C37	King's Gambit		KGA	Muzio gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O
778	C37	King's Gambit		KGA	Muzio gambit, Paulsen Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. d3 Bh6 9. Nc3 Ne7 10. Bd2 Nbc6 11. Rae1
779	C37	King's Gambit		KGA	double Muzio gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. Bxf7+
780	C37	King's Gambit		KGA	Muzio gambit, From defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qe7
781	C37	King's Gambit		KGA	Muzio gambit, Holloway defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Nc6
782	C37	King's Gambit		KGA	Muzio gambit, Kling and Horwitz counter-attack	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O Qe7
783	C37	King's Gambit		KGA	Muzio gambit, Brentano defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O d5
784	C38	King's Gambit		KGA	Hanstein gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. O-O
785	C38	King's Gambit		KGA	Philidor gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4
786	C38	King's Gambit		KGA	Greco gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Nc3 c6 8. hxg5 hxg5 9. Rxh8 Bxh8 10. Ne5
787	C38	King's Gambit		KGA	Philidor gambit, Schultz Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Qd3
788	C39	King's Gambit		KGA	Allgaier gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5
789	C39	King's Gambit		KGA	Allgaier, Horny defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Qxg4 Nf6 8. Qxf4 Bd6
790	C39	King's Gambit		KGA	Allgaier, ThorOld Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. d4
791	C39	King's Gambit		KGA	Allgaier, Cook Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. d4 d5 8. Bxf4 dxe4 9. Bc4+ Kg7 10. Be5+
792	C39	King's Gambit		KGA	Allgaier, Blackburne gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Nc3
793	C39	King's Gambit		KGA	Allgaier, Walker attack	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Bc4+
794	C39	King's Gambit		KGA	Allgaier, Urusov attack	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Bc4+ d5 8. Bxd5+ Kg7 9. d4
795	C39	King's Gambit		KGA	Allgaier, Schlechter defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 Nf6
796	C39	King's Gambit		KGA	Kieseritsky, Paulsen defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Bg7
797	C39	King's Gambit		KGA	Kieseritsky, long whip (Stockwhip, Classical) defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 h5
798	C39	King's Gambit		KGA	Kieseritsky, long whip defense, Jaenisch Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 h5 6. Bc4 Rh7 7. d4 Bh6 8. Nc3
799	C39	King's Gambit		KGA	Kieseritsky, Brentano (Campbell) defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5
800	C39	King's Gambit		KGA	Kieseritsky, Brentano defense, Kaplanek Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. exd5 Qxd5 8. Nc3 Bb4 9. Kf2
801	C39	King's Gambit		KGA	Kieseritsky, Brentano defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. Bxf4
802	C39	King's Gambit		KGA	Kieseritsky, Brentano defense, Caro Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. Bxf4 Nxe4 8. Nd2
803	C39	King's Gambit		KGA	Kieseritsky, Salvio (Rosenthal) defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7
804	C39	King's Gambit		KGA	Kieseritsky, Salvio defense, Cozio Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7 6. d4 f5 7. Bc4
805	C39	King's Gambit		KGA	Kieseritsky, Polerio defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Be7
806	C39	King's Gambit		KGA	Kieseritsky, Neumann defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nc6
807	C39	King's Gambit		KGA	Kieseritsky, Kolisch defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d6
808	C39	King's Gambit		KGA	Kieseritsky, Berlin defense	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6
809	C39	King's Gambit		KGA	Kieseritsky, Berlin defense, Riviere Variation 	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Nxg4 d5
810	C39	King's Gambit		KGA	Kieseritsky, Berlin defense, 6.Bc4	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4
811	C39	King's Gambit		KGA	Kieseritsky, Rice gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. O-O
812	A48	King's Indian		King's Indian	East Indian defense	1. d4 Nf6 2. Nf3 g6
813	A48	King's Indian		King's Indian	Torre attack	1. d4 Nf6 2. Nf3 g6 3. Bg5
814	A48	King's Indian		King's Indian	London system	1. d4 Nf6 2. Nf3 g6 3. Bf4
815	A49	King's Indian		King's Indian	Fianchetto without c4	1. d4 Nf6 2. Nf3 g6 3. g3
816	E60	King's Indian		King's Indian defense		1. d4 Nf6 2. c4 g6
817	E60	King's Indian		King's Indian, 3.Nf3		1. d4 Nf6 2. c4 g6 3. Nf3
818	E60	King's Indian		King's Indian	Anti-Gruenfeld	1. d4 Nf6 2. c4 g6 3. d5
819	E60	King's Indian		King's Indian	Danube gambit	1. d4 Nf6 2. c4 g6 3. d5 b5
820	E60	King's Indian		King's Indian	3.g3	1. d4 Nf6 2. c4 g6 3. g3
821	E60	King's Indian		King's Indian	3.g3, counterthrust Variation 	1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5
822	E61	King's Indian		King's Indian defense, 3.Nc3		1. d4 Nf6 2. c4 g6 3. Nc3
823	E61	King's Indian		King's Indian	Smyslov system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. Bg5
824	E62	King's Indian		King's Indian	Fianchetto Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3
825	E62	King's Indian		King's Indian	Fianchetto, Larsen system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c6 7. O-O Bf5
826	E62	King's Indian		King's Indian	Fianchetto, Kavalek (Bronstein) Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c6 7. O-O Qa5
827	E62	King's Indian		King's Indian	Fianchetto with ...Nc6	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nc6
828	E62	King's Indian		King's Indian	Fianchetto, Uhlmann (Szabo) Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nc6 7. O-O e5
829	E62	King's Indian		King's Indian	Fianchetto, lesser Simagin (Spassky) Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nc6 7. O-O Bf5
830	E62	King's Indian		King's Indian	Fianchetto, Simagin Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nc6 7. O-O Bg4
831	E63	King's Indian		King's Indian	Fianchetto, Panno Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nc6 7. O-O a6
832	E64	King's Indian		King's Indian	Fianchetto, Yugoslav system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c5
833	E65	King's Indian		King's Indian	Fianchetto, Yugoslav, 7.O-O	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c5 7. O-O
834	E66	King's Indian		King's Indian	Fianchetto, Yugoslav Panno	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c5 7. O-O Nc6 8. d5
835	E67	King's Indian		King's Indian	Fianchetto with ...Nd7	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nbd7
836	E67	King's Indian		King's Indian	Fianchetto, Classical Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nbd7 7. O-O e5
837	E68	King's Indian		King's Indian	Fianchetto, Classical Variation , 8.e4	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nbd7 7. O-O e5 8. e4
838	E69	King's Indian		King's Indian	Fianchetto, Classical Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nbd7 7. O-O e5 8. e4 c6 9. h3
839	E70	King's Indian		King's Indian	40000	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4
840	E70	King's Indian		King's Indian	Kramer system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nge2
841	E70	King's Indian		King's Indian	Accelerated Averbakh system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Bg5
842	E71	King's Indian		King's Indian	Makagonov system (5.h3)	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. h3
843	E72	King's Indian		King's Indian with e4 & g3		1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3
844	E72	King's Indian		King's Indian	Pomar system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3 O-O 6. Bg2 e5 7. Nge2
845	E73	King's Indian		King's Indian	5.Be2	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2
846	E73	King's Indian		King's Indian	Semi-Averbakh system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Be3
847	E73	King's Indian		King's Indian	Averbakh system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5
848	E74	King's Indian		King's Indian	Averbakh, 6...c5	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5 c5
849	E75	King's Indian		King's Indian	Averbakh, Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5 c5 7. d5 e6
850	E76	King's Indian		King's Indian	Four pawns attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4
851	E76	King's Indian		King's Indian	Four pawns attack, dynamic line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. d5
852	E77	King's Indian		King's Indian	Four pawns attack, 6.Be2	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2
853	E77	King's Indian		King's Indian	Six pawns attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. d5 e6 8. dxe6 fxe6 9. g4 Nc6 10. h4
854	E77	King's Indian		King's Indian	Four pawns attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. d5 e6 8. Nf3
855	E77	King's Indian		King's Indian	Four pawns attack, Florentine gambit	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. d5 e6 8. Nf3 exd5 9. e5
856	E78	King's Indian		King's Indian	Four pawns attack, with Be2 and Nf3	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. Nf3
857	E79	King's Indian		King's Indian	Four pawns attack, Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Be2 c5 7. Nf3 cxd4 8. Nxd4 Nc6 9. Be3
858	E80	King's Indian		King's Indian	Saemisch Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3
859	E81	King's Indian		King's Indian	Saemisch, 5...O-O	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O
860	E81	King's Indian		King's Indian	Saemisch, Byrne Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 c6 7. Bd3 a6
861	E82	King's Indian		King's Indian	Saemisch, double Fianchetto Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 b6
862	E83	King's Indian		King's Indian	Saemisch, 6...Nc6	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6
863	E83	King's Indian		King's Indian	Saemisch, Ruban Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 Rb8
864	E83	King's Indian		King's Indian	Saemisch, Panno formation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 a6
865	E84	King's Indian		King's Indian	Saemisch, Panno Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 a6 8. Qd2 Rb8
866	E85	King's Indian		King's Indian	Saemisch, Orthodox Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5
867	E86	King's Indian		King's Indian	Saemisch, Orthodox, 7.Nge2 c6	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. Nge2 c6
868	E87	King's Indian		King's Indian	Saemisch, Orthodox, 7.d5	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5
869	E87	King's Indian		King's Indian	Saemisch, Orthodox, Bronstein Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 Nh5 8. Qd2 Qh4+ 9. g3 Nxg3 10. Qf2 Nxf1 11. Qxh4 Nxe3 12. Ke2 Nxc4
870	E88	King's Indian		King's Indian	Saemisch, Orthodox, 7.d5 c6	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 c6
871	E89	King's Indian		King's Indian	Saemisch, Orthodox Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5 c6 8. Nge2 cxd5
872	E90	King's Indian		King's Indian	5.Nf3	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3
873	E90	King's Indian		King's Indian	Larsen Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be3
874	E90	King's Indian		King's Indian	Zinnowitz Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Bg5
875	E91	King's Indian		King's Indian	6.Be2	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2
876	E91	King's Indian		King's Indian	Kazakh Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 Na6
877	E92	King's Indian		King's Indian	Classical Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5
878	E92	King's Indian		King's Indian	Andersson Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. dxe5
879	E92	King's Indian		King's Indian	Gligoric-Taimanov system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. Be3
880	E92	King's Indian		King's Indian	Petrosian system	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5
881	E92	King's Indian		King's Indian	Petrosian system, Stein Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 a5
882	E93	King's Indian		King's Indian	Petrosian system, Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7
883	E93	King's Indian		King's Indian	Petrosian system, Keres Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. d5 Nbd7 8. Bg5 h6 9. Bh4 g5 10. Bg3 Nh5 11. h4
884	E94	King's Indian		King's Indian	Orthodox Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O
885	E94	King's Indian		King's Indian	Orthodox, Donner Variation 	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O c6
886	E94	King's Indian		King's Indian	Orthodox, 7...Nbd7	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7
887	E95	King's Indian		King's Indian	Orthodox, 7...Nbd7, 8.Re1	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1
888	E96	King's Indian		King's Indian	Orthodox, 7...Nbd7, Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1 c6 9. Bf1 a5
889	E97	King's Indian		King's Indian	Orthodox, Aronin-Taimanov Variation (Yugoslav attack / Mar del Plata Variation )	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6
890	E97	King's Indian		King's Indian	Orthodox, Aronin-Taimanov, bayonet attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. b4
891	E98	King's Indian		King's Indian	Orthodox, Aronin-Taimanov, 9.Ne1	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1
892	E99	King's Indian		King's Indian	Orthodox, Aronin-Taimanov, Main line	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1 Nd7 10. f3 f5
893	E99	King's Indian		King's Indian	Orthodox, Aronin-Taimanov, Benko attack	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1 Nd7 10. f3 f5 11. g4
894	C40	King's Knight		King's knight Opening		1. e4 e5 2. Nf3
895	C34	King's Knight		King's knight's gambit		1. e4 e5 2. f4 exf4 3. Nf3
896	C38	King's Knight		King's knight's gambit		1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7
897	C39	King's Knight		King's knight's gambit		1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4
898	B00	King's Pawn		King's pawn Opening		1. e4
899	B00	King's Pawn		KP	Nimzovich defense	1. e4 Nc6
900	B00	King's Pawn		KP	Nimzovich defense, Wheeler gambit	1. e4 Nc6 2. b4 Nxb4 3. c3 Nc6 4. d4
901	B00	King's Pawn		KP	Nimzovich defense	1. e4 Nc6 2. Nf3
902	B00	King's Pawn		KP	Colorado counter	1. e4 Nc6 2. Nf3 f5
903	B00	King's Pawn		KP	Nimzovich defense	1. e4 Nc6 2. d4
904	B00	King's Pawn		KP	Nimzovich defense, Marshall gambit	1. e4 Nc6 2. d4 d5 3. exd5 Qxd5 4. Nc3
905	B00	King's Pawn		KP	Nimzovich defense, Bogolyubov Variation 	1. e4 Nc6 2. d4 d5 3. Nc3
906	B00	King's Pawn		KP	Neo-Mongoloid defense	1. e4 Nc6 2. d4 f6
907	C20	King's Pawn		King's pawn game		1. e4 e5
908	C20	King's Pawn		KP	Indian Opening	1. e4 e5 2. d3
